Date;Open;High;Low;Close;Adj Close;Volume
04/11/2022;7.034.573.242;7.045.526.855;6.973.318.848;7.045.526.855;7.045.526.855;180561000
07/11/2022;7.045.526.855;7.102.395.996;7.011.563.965;7.102.395.996;7.102.395.996;194075900
08/11/2022;7.102.436.035;7.111.439.941;7.039.251.953;7.050.125.977;7.050.125.977;193397800
09/11/2022;7.050.085.938;7.073.551.758;7.037.307.129;7.070.083.984;7.070.083.984;187445600
10/11/2022;7.070.083.984;7.070.083.984;6.956.288.086;6.966.836.914;6.966.836.914;188518000
11/11/2022;6.966.996.094;7.106.060.059;6.966.996.094;7.089.206.055;7.089.206.055;226055800
14/11/2022;7.089.206.055;7.104.764.160;7.014.297.852;7.019.392.090;7.019.392.090;174641100
15/11/2022;7.019.392.090;7.048.390.137;6.999.235.840;7.035.500.000;7.035.500.000;167825000
16/11/2022;7.035.500.000;7.046.999.023;6.955.528.809;7.014.383.789;7.014.383.789;165129900
17/11/2022;7.014.383.789;7.051.274.902;6.965.762.207;7.044.985.840;7.044.985.840;156588900
18/11/2022;7.045.025.879;7.094.097.168;7.027.746.094;7.082.181.152;7.082.181.152;167164400
21/11/2022;7.082.181.152;7.107.323.242;7.050.440.918;7.063.247.070;7.063.247.070;162801100
22/11/2022;7.063.247.070;7.108.831.055;7.030.587.891;7.030.587.891;7.030.587.891;177602200
23/11/2022;7.030.626.953;7.089.693.848;7.026.391.113;7.054.123.047;7.054.123.047;157476700
24/11/2022;7.054.162.109;7.104.889.160;7.054.162.109;7.080.515.137;7.080.515.137;159926700
25/11/2022;7.080.554.199;7.086.562.012;7.013.221.191;7.053.149.902;7.053.149.902;158716200
28/11/2022;7.053.109.863;7.083.378.906;7.011.453.125;7.017.357.910;7.017.357.910;187211500
29/11/2022;7.017.317.871;7.036.538.086;6.990.900.879;7.012.068.848;7.012.068.848;164098100
30/11/2022;7.012.108.887;7.081.312.988;6.993.695.801;7.081.312.988;7.081.312.988;273493300
01/12/2022;7.081.194.824;7.090.276.855;7.018.269.043;7.020.803.223;7.020.803.223;167994300
02/12/2022;7.020.803.223;7.021.813.965;6.967.950.195;7.019.639.160;7.019.639.160;139459800
05/12/2022;7.019.639.160;7.053.902.832;6.987.328.125;6.987.328.125;6.987.328.125;165306000
06/12/2022;6.987.368.164;6.987.368.164;6.862.564.941;6.892.569.824;6.892.569.824;149697900
07/12/2022;6.892.569.824;6.892.663.086;6.799.299.805;6.818.751.953;6.818.751.953;158724300
08/12/2022;6.818.791.016;6.821.050.781;6.683.628.906;6.804.227.051;6.804.227.051;162316700
09/12/2022;6.804.227.051;6.804.227.051;6.695.381.836;6.715.118.164;6.715.118.164;127123900
12/12/2022;6.715.118.164;6.734.452.148;6.641.810.059;6.734.452.148;6.734.452.148;134471100
13/12/2022;6.734.491.211;6.826.116.211;6.714.872.070;6.810.315.918;6.810.315.918;396136700
14/12/2022;6.810.355.957;6.854.098.145;6.774.131.836;6.801.749.023;6.801.749.023;215430000
15/12/2022;6.801.789.063;6.801.837.891;6.740.955.078;6.751.859.863;6.751.859.863;145093400
16/12/2022;6.751.859.863;6.812.192.871;6.693.765.137;6.812.192.871;6.812.192.871;156126900
19/12/2022;6.812.153.809;6.827.814.941;6.754.087.891;6.779.698.242;6.779.698.242;127896600
20/12/2022;6.779.698.242;6.792.203.125;6.715.044.922;6.768.315.918;6.768.315.918;151817000
21/12/2022;6.768.315.918;6.820.663.086;6.763.696.777;6.820.663.086;6.820.663.086;139079800
22/12/2022;6.820.702.148;6.844.121.094;6.800.617.188;6.824.432.129;6.824.432.129;129012900
23/12/2022;6.824.393.066;6.824.393.066;6.784.586.914;6.800.672.852;6.800.672.852;120430300
26/12/2022;6.800.712.891;6.858.146.973;6.796.166.992;6.835.808.105;6.835.808.105;117543200
27/12/2022;6.835.847.168;6.933.889.160;6.835.662.109;6.923.026.855;6.923.026.855;121669200
28/12/2022;6.923.065.918;6.953.039.063;6.828.140.137;6.850.520.020;6.850.520.020;120571100
29/12/2022;6.850.520.020;6.879.584.961;6.786.981.934;6.860.077.148;6.860.077.148;141016100
30/12/2022;6.860.116.211;6.888.735.840;6.838.588.867;6.850.619.141;6.850.619.141;129302000
02/01/2023;6.850.740.234;6.856.889.160;6.823.479.004;6.850.983.887;6.850.983.887;109645000
03/01/2023;6.850.983.887;6.908.001.953;6.838.574.219;6.888.757.813;6.888.757.813;156894900
04/01/2023;6.888.798.828;6.900.603.027;6.813.238.770;6.813.238.770;6.813.238.770;142541400
05/01/2023;6.813.279.785;6.813.421.875;6.621.986.816;6.653.840.820;6.653.840.820;180589300
06/01/2023;6.653.759.766;6.708.637.207;6.598.645.996;6.684.558.105;6.684.558.105;109855600
09/01/2023;6.684.558.105;6.726.965.820;6.638.645.996;6.688.265.137;6.688.265.137;135949700
10/01/2023;6.688.265.137;6.690.229.004;6.570.243.164;6.622.499.023;6.622.499.023;144817300
11/01/2023;6.622.539.063;6.622.794.922;6.557.919.922;6.584.453.125;6.584.453.125;124903900
12/01/2023;6.584.494.141;6.662.229.004;6.574.088.867;6.629.934.082;6.629.934.082;148901900
13/01/2023;6.629.934.082;6.658.476.074;6.600.594.238;6.641.830.078;6.641.830.078;165594900
16/01/2023;6.641.830.078;6.688.057.129;6.627.696.777;6.688.057.129;6.688.057.129;154893500
17/01/2023;6.688.057.129;6.801.871.094;6.688.057.129;6.767.339.844;6.767.339.844;217634400
18/01/2023;6.767.178.223;6.790.164.063;6.721.463.867;6.765.786.133;6.765.786.133;194959200
19/01/2023;6.765.746.094;6.820.984.863;6.754.551.758;6.819.907.227;6.819.907.227;154234600
20/01/2023;6.819.907.227;6.874.931.152;6.819.532.227;6.874.931.152;6.874.931.152;173846000
24/01/2023;6.874.931.152;6.906.791.016;6.841.006.836;6.860.854.004;6.860.854.004;196805400
25/01/2023;6.860.854.004;6.871.363.770;6.821.279.785;6.829.930.176;6.829.930.176;187905300
26/01/2023;6.829.970.215;6.874.869.141;6.815.785.156;6.864.817.871;6.864.817.871;171067600
27/01/2023;6.864.817.871;6.932.708.984;6.864.817.871;6.898.980.957;6.898.980.957;149187500
30/01/2023;6.899.021.973;6.925.469.238;6.834.081.055;6.872.480.957;6.872.480.957;134698100
31/01/2023;6.872.520.996;6.880.959.961;6.827.243.164;6.839.341.797;6.839.341.797;151785000
01/02/2023;6.838.916.016;6.893.184.082;6.838.916.016;6.862.257.813;6.862.257.813;145899200
02/02/2023;6.862.257.813;6.896.731.934;6.855.367.188;6.890.571.777;6.890.571.777;189189500
03/02/2023;6.890.713.867;6.951.966.797;6.890.713.867;6.911.731.934;6.911.731.934;202858400
06/02/2023;6.911.731.934;6.924.882.813;6.835.757.813;6.873.791.016;6.873.791.016;143480000
07/02/2023;6.873.791.016;6.946.233.887;6.873.791.016;6.935.300.781;6.935.300.781;173101600
08/02/2023;6.935.300.781;6.961.918.945;6.912.108.887;6.940.124.023;6.940.124.023;172668200
09/02/2023;6.940.124.023;6.961.151.855;6.896.040.039;6.897.365.234;6.897.365.234;176681300
10/02/2023;6.895.237.793;6.895.237.793;6.803.417.969;6.880.329.102;6.880.329.102;140803700
13/02/2023;6.880.329.102;6.915.144.043;6.871.882.813;6.900.140.137;6.900.140.137;213914100
14/02/2023;6.900.140.137;6.941.854.980;6.900.140.137;6.941.854.980;6.941.854.980;162808100
15/02/2023;6.941.854.980;6.946.034.180;6.872.869.141;6.914.538.086;6.914.538.086;148477900
16/02/2023;6.914.538.086;6.933.280.762;6.875.300.781;6.895.664.063;6.895.664.063;173648600
17/02/2023;6.895.664.063;6.919.091.797;6.868.279.785;6.895.713.867;6.895.713.867;180098400
20/02/2023;6.895.855.957;6.910.504.883;6.863.670.898;6.894.716.797;6.894.716.797;175859700
21/02/2023;6.894.716.797;6.923.672.852;6.870.911.133;6.873.404.785;6.873.404.785;144215700
22/02/2023;6.873.263.184;6.875.390.137;6.781.229.004;6.809.967.773;6.809.967.773;149215500
23/02/2023;6.810.108.887;6.839.454.102;6.806.997.070;6.839.454.102;6.839.454.102;124488600
24/02/2023;6.839.454.102;6.880.312.012;6.839.454.102;6.856.576.172;6.856.576.172;130300200
27/02/2023;6.856.576.172;6.871.111.816;6.819.872.070;6.854.776.855;6.854.776.855;127631500
28/02/2023;6.854.776.855;6.890.354.004;6.843.238.770;6.843.238.770;6.843.238.770;167931100
01/03/2023;6.843.098.145;6.889.514.160;6.833.188.965;6.844.936.035;6.844.936.035;146293200
02/03/2023;6.845.078.125;6.875.098.145;6.841.861.816;6.857.415.039;6.857.415.039;136086000
03/03/2023;6.857.415.039;6.884.116.211;6.804.476.074;6.813.636.230;6.813.636.230;118736600
06/03/2023;6.813.918.945;6.856.568.848;6.801.189.941;6.807.000.977;6.807.000.977;137055800
07/03/2023;6.806.858.887;6.812.958.984;6.758.000.977;6.766.757.813;6.766.757.813;140398600
08/03/2023;6.766.757.813;6.776.370.117;6.728.190.918;6.776.370.117;6.776.370.117;144130900
09/03/2023;6.776.370.117;6.824.664.063;6.776.370.117;6.799.794.922;6.799.794.922;113187000
10/03/2023;6.799.794.922;6.799.794.922;6.741.410.156;6.765.301.758;6.765.301.758;131746200
13/03/2023;6.765.018.066;6.812.874.023;6.727.442.871;6.786.955.078;6.786.955.078;141798000
14/03/2023;6.786.671.875;6.786.671.875;6.635.375.977;6.641.813.965;6.641.813.965;166605500
15/03/2023;6.641.813.965;6.709.860.840;6.628.137.207;6.628.137.207;6.628.137.207;139210500
16/03/2023;6.628.137.207;6.630.768.066;6.542.791.992;6.565.728.027;6.565.728.027;154420700
17/03/2023;6.565.728.027;6.683.094.238;6.565.728.027;6.678.236.816;6.678.236.816;455755600
20/03/2023;6.678.236.816;6.678.236.816;6.587.688.965;6.612.490.234;6.612.490.234;128905000
21/03/2023;6.612.490.234;6.691.610.840;6.609.223.145;6.691.610.840;6.691.610.840;145475100
24/03/2023;6.694.017.090;6.776.904.785;6.692.166.016;6.762.253.906;6.762.253.906;146575100
27/03/2023;6.762.253.906;6.772.595.215;6.704.751.953;6.708.933.105;6.708.933.105;135182600
28/03/2023;6.708.933.105;6.764.654.785;6.708.933.105;6.760.328.125;6.760.328.125;126113300
29/03/2023;6.760.328.125;6.851.505.859;6.760.328.125;6.839.436.035;6.839.436.035;143324900
30/03/2023;6.839.436.035;6.868.632.813;6.803.092.773;6.808.951.172;6.808.951.172;140466800
31/03/2023;6.809.092.773;6.831.553.223;6.789.609.863;6.805.276.855;6.805.276.855;139015200
03/04/2023;6.805.276.855;6.849.357.910;6.805.126.953;6.827.174.805;6.827.174.805;127453100
04/04/2023;6.827.033.203;6.859.692.871;6.781.523.926;6.833.178.223;6.833.178.223;131576400
05/04/2023;6.833.178.223;6.867.336.914;6.816.430.176;6.819.674.805;6.819.674.805;123965500
06/04/2023;6.819.674.805;6.832.729.980;6.786.287.109;6.792.765.137;6.792.765.137;172852900
10/04/2023;6.792.765.137;6.799.494.141;6.735.192.871;6.771.234.863;6.771.234.863;129368500
11/04/2023;6.771.234.863;6.811.313.965;6.738.766.113;6.811.313.965;6.811.313.965;161404500
12/04/2023;6.811.455.078;6.833.744.141;6.775.284.180;6.798.963.867;6.798.963.867;151427200
13/04/2023;6.798.541.016;6.816.884.766;6.764.659.180;6.785.598.145;6.785.598.145;161495800
14/04/2023;6.785.879.883;6.838.071.777;6.785.700.195;6.818.574.219;6.818.574.219;137035000
17/04/2023;6.818.714.844;6.829.509.766;6.765.142.090;6.787.582.031;6.787.582.031;94860100
18/04/2023;6.787.582.031;6.839.758.789;6.784.172.852;6.821.807.129;6.821.807.129;103660800
26/04/2023;6.821.807.129;6.910.146.973;6.821.599.121;6.910.146.973;6.910.146.973;120164300
27/04/2023;6.910.848.145;6.971.910.156;6.877.649.902;6.945.477.051;6.945.477.051;161595900
28/04/2023;6.945.477.051;6.958.672.852;6.897.708.984;6.915.715.820;6.915.715.820;130620700
02/05/2023;6.915.715.820;6.920.335.938;6.814.344.238;6.863.301.758;6.863.301.758;136480100
03/05/2023;6.863.301.758;6.865.611.816;6.776.895.996;6.812.722.168;6.812.722.168;121306900
04/05/2023;6.812.722.168;6.846.124.023;6.780.086.914;6.844.026.855;6.844.026.855;137517900
05/05/2023;6.844.026.855;6.851.585.938;6.733.775.879;6.787.630.859;6.787.630.859;148189400
08/05/2023;6.787.491.211;6.798.321.777;6.756.661.133;6.769.630.859;6.769.630.859;179625500
09/05/2023;6.769.630.859;6.793.766.113;6.742.179.199;6.779.979.980;6.779.979.980;172097200
10/05/2023;6.780.400.879;6.820.123.047;6.775.192.871;6.811.904.785;6.811.904.785;181480200
11/05/2023;6.811.904.785;6.814.124.023;6.717.424.805;6.755.937.988;6.755.937.988;162906200
12/05/2023;6.755.937.988;6.755.937.988;6.704.565.918;6.707.763.184;6.707.763.184;173779500
15/05/2023;6.708.463.867;6.729.299.805;6.656.647.949;6.711.740.234;6.711.740.234;142578400
16/05/2023;6.711.740.234;6.729.074.219;6.659.073.242;6.676.563.965;6.676.563.965;156372400
17/05/2023;6.676.423.828;6.706.595.215;6.661.467.773;6.663.113.770;6.663.113.770;180449300
19/05/2023;6.663.113.770;6.715.030.762;6.662.749.023;6.700.561.035;6.700.561.035;161565100
22/05/2023;6.700.561.035;6.757.624.023;6.675.876.953;6.729.646.973;6.729.646.973;167491100
23/05/2023;6.729.646.973;6.772.646.973;6.727.067.871;6.736.684.082;6.736.684.082;162216500
24/05/2023;6.736.684.082;6.755.882.813;6.713.893.066;6.745.804.199;6.745.804.199;137679300
25/05/2023;6.745.804.199;6.749.712.891;6.702.529.785;6.704.230.957;6.704.230.957;156986800
26/05/2023;6.704.230.957;6.727.286.133;6.669.235.840;6.687.000.977;6.687.000.977;181504900
29/05/2023;6.687.280.762;6.708.367.188;6.617.236.816;6.681.102.051;6.681.102.051;164801800
30/05/2023;6.681.102.051;6.700.237.793;6.636.422.852;6.636.422.852;6.636.422.852;173775000
31/05/2023;6.636.422.852;6.657.649.902;6.562.955.078;6.633.261.230;6.633.261.230;615071900
05/06/2023;6.633.261.230;6.663.714.844;6.598.509.766;6.633.437.012;6.633.437.012;152714500
06/06/2023;6.633.437.012;6.677.567.871;6.602.003.906;6.618.922.852;6.618.922.852;231838500
07/06/2023;6.619.062.988;6.638.581.055;6.578.755.859;6.619.754.883;6.619.754.883;162881000
08/06/2023;6.619.754.883;6.666.330.078;6.598.419.922;6.666.330.078;6.666.330.078;168616600
09/06/2023;6.666.049.805;6.703.824.219;6.648.958.984;6.694.023.926;6.694.023.926;182769600
12/06/2023;6.694.583.984;6.722.373.047;6.670.521.973;6.722.373.047;6.722.373.047;158712000
13/06/2023;6.722.373.047;6.744.038.086;6.697.070.801;6.719.014.160;6.719.014.160;176568000
14/06/2023;6.718.874.023;6.744.644.043;6.672.855.957;6.699.716.797;6.699.716.797;178279800
15/06/2023;6.699.716.797;6.717.456.055;6.660.909.180;6.713.794.922;6.713.794.922;151187300
16/06/2023;6.713.515.137;6.726.456.055;6.669.335.938;6.698.546.875;6.698.546.875;172061800
19/06/2023;6.698.546.875;6.705.038.086;6.669.049.805;6.686.059.082;6.686.059.082;161424500
20/06/2023;6.686.059.082;6.692.440.918;6.626.148.926;6.660.455.078;6.660.455.078;118276600
21/06/2023;6.660.455.078;6.702.625.000;6.635.673.828;6.702.625.000;6.702.625.000;120273100
22/06/2023;6.702.765.137;6.717.976.074;6.652.261.230;6.652.261.230;6.652.261.230;168533600
23/06/2023;6.652.261.230;6.665.663.086;6.635.481.934;6.639.732.910;6.639.732.910;113447100
26/06/2023;6.639.732.910;6.674.060.059;6.622.184.082;6.664.667.969;6.664.667.969;126037100
27/06/2023;6.664.667.969;6.679.625.977;6.652.903.809;6.661.878.906;6.661.878.906;142328900
03/07/2023;6.661.735.840;6.696.715.820;6.660.824.219;6.696.715.820;6.696.715.820;125551000
04/07/2023;6.696.858.887;6.713.993.164;6.672.773.926;6.681.753.906;6.681.753.906;146273000
05/07/2023;6.681.753.906;6.719.056.152;6.676.934.082;6.718.977.051;6.718.977.051;148911000
06/07/2023;6.718.263.184;6.766.272.949;6.712.074.219;6.757.331.055;6.757.331.055;179543000
07/07/2023;6.757.047.852;6.757.047.852;6.711.223.145;6.716.458.984;6.716.458.984;158332900
10/07/2023;6.716.458.984;6.763.545.898;6.716.458.984;6.731.038.086;6.731.038.086;123617000
11/07/2023;6.731.180.176;6.796.923.828;6.730.629.883;6.796.923.828;6.796.923.828;160428000
12/07/2023;6.796.923.828;6.820.179.199;6.785.855.957;6.808.208.984;6.808.208.984;161722800
13/07/2023;6.808.351.074;6.835.737.793;6.783.741.211;6.810.212.891;6.810.212.891;171443900
14/07/2023;6.810.212.891;6.874.775.879;6.810.212.891;6.869.571.777;6.869.571.777;160702800
17/07/2023;6.869.712.891;6.931.271.973;6.867.144.043;6.867.144.043;6.867.144.043;176805700
18/07/2023;6.867.144.043;6.902.143.066;6.798.432.129;6.830.203.125;6.830.203.125;150363000
20/07/2023;6.830.061.035;6.874.892.090;6.827.999.023;6.864.188.965;6.864.188.965;142032500
21/07/2023;6.864.188.965;6.880.801.758;6.837.645.996;6.880.801.758;6.880.801.758;131640100
24/07/2023;6.880.801.758;6.929.684.082;6.877.948.242;6.899.395.996;6.899.395.996;150084400
25/07/2023;6.897.978.027;6.944.620.117;6.897.978.027;6.917.710.938;6.917.710.938;150504400
26/07/2023;6.917.710.938;6.955.975.098;6.917.407.227;6.948.278.809;6.948.278.809;149683800
27/07/2023;6.948.278.809;6.966.166.992;6.896.663.086;6.896.663.086;6.896.663.086;158624100
28/07/2023;6.896.805.176;6.904.104.980;6.857.368.164;6.900.229.980;6.900.229.980;146686100
31/07/2023;6.900.229.980;6.931.358.887;6.895.073.242;6.931.358.887;6.931.358.887;171457600
01/08/2023;6.931.075.195;6.934.387.207;6.880.466.797;6.886.496.094;6.886.496.094;196062700
02/08/2023;6.886.496.094;6.886.496.094;6.833.979.980;6.854.509.766;6.854.509.766;183858400
03/08/2023;6.854.509.766;6.924.053.223;6.839.743.164;6.898.077.148;6.898.077.148;163613400
04/08/2023;6.898.219.238;6.925.014.160;6.850.899.902;6.852.841.797;6.852.841.797;118791000
07/08/2023;6.852.841.797;6.904.355.957;6.852.841.797;6.886.366.211;6.886.366.211;134540800
08/08/2023;6.886.506.836;6.915.050.781;6.861.634.766;6.868.812.988;6.868.812.988;170357400
09/08/2023;6.868.812.988;6.901.060.059;6.863.083.984;6.875.111.816;6.875.111.816;218491200
10/08/2023;6.875.111.816;6.910.754.883;6.875.111.816;6.893.275.879;6.893.275.879;162734000
11/08/2023;6.893.275.879;6.906.645.020;6.865.111.816;6.879.979.004;6.879.979.004;130736700
14/08/2023;6.879.979.004;6.910.171.875;6.823.753.906;6.910.171.875;6.910.171.875;138804900
15/08/2023;6.910.455.078;6.928.629.883;6.898.381.836;6.915.101.074;6.915.101.074;172760000
16/08/2023;6.915.101.074;6.915.101.074;6.855.888.184;6.900.538.086;6.900.538.086;152291200
18/08/2023;6.899.830.078;6.899.830.078;6.856.378.906;6.859.912.109;6.859.912.109;130737900
21/08/2023;6.860.053.223;6.890.275.879;6.859.422.852;6.866.033.203;6.866.033.203;207708300
22/08/2023;6.866.033.203;6.927.448.242;6.860.688.965;6.916.450.195;6.916.450.195;158573900
23/08/2023;6.916.450.195;6.959.432.129;6.916.450.195;6.921.410.156;6.921.410.156;170674700
24/08/2023;6.921.410.156;6.937.648.926;6.898.388.184;6.899.392.090;6.899.392.090;142846200
25/08/2023;6.899.392.090;6.906.083.984;6.869.632.813;6.895.442.871;6.895.442.871;129994800
28/08/2023;6.895.868.164;6.940.121.094;6.895.868.164;6.921.727.051;6.921.727.051;185488900
29/08/2023;6.921.727.051;6.964.733.887;6.921.727.051;6.957.834.961;6.957.834.961;244345800
30/08/2023;6.958.259.766;7.008.486.816;6.958.259.766;6.966.655.762;6.966.655.762;159326300
31/08/2023;6.966.655.762;6.982.345.215;6.924.225.098;6.953.259.766;6.953.259.766;233127700
