Date;Open;High;Low;Close;Adj Close;Volume
15/03/2022;6.968.349.121;6.996.320.801;6.894.920.898;6.918.185.059;6.918.185.059;189709300
16/03/2022;6.951.352.051;6.992.395.020;6.946.842.773;6.992.395.020;6.992.395.020;171297500
17/03/2022;7.016.532.227;7.032.702.148;6.949.166.016;6.964.384.766;6.964.384.766;197411300
18/03/2022;6.981.262.207;7.000.587.891;6.926.414.063;6.954.964.844;6.954.964.844;198102900
19/03/2022;;;;;;
20/03/2022;;;;;;
21/03/2022;6.945.893.066;6.974.153.809;6.929.934.082;6.955.181.152;6.955.181.152;216686100
22/03/2022;6.974.977.051;7.003.259.766;6.968.201.172;7.000.821.777;7.000.821.777;188258200
23/03/2022;7.010.838.867;7.022.043.945;6.976.159.180;6.996.115.234;6.996.115.234;214242900
24/03/2022;6.986.183.105;7.049.685.059;6.977.833.984;7.049.685.059;7.049.685.059;264967400
25/03/2022;7.050.553.223;7.055.340.820;6.978.398.926;7.002.532.227;7.002.532.227;201857500
26/03/2022;;;;;;
27/03/2022;;;;;;
28/03/2022;6.996.317.871;7.051.541.016;6.987.223.145;7.049.603.027;7.049.603.027;174012100
29/03/2022;7.052.734.863;7.072.777.832;7.007.910.156;7.011.688.965;7.011.688.965;185204100
30/03/2022;7.037.202.148;7.055.866.211;7.022.651.855;7.053.189.941;7.053.189.941;194572800
31/03/2022;7.070.761.230;7.099.497.070;7.049.810.059;7.071.441.895;7.071.441.895;178707400
01/04/2022;7.093.699.219;7.099.301.758;7.040.491.211;7.078.759.766;7.078.759.766;157645900
02/04/2022;;;;;;
03/04/2022;;;;;;
04/04/2022;7.082.247.070;7.116.217.773;7.060.213.867;7.116.217.773;7.116.217.773;173611100
05/04/2022;7.122.914.063;7.148.298.828;7.110.110.840;7.148.298.828;7.148.298.828;184230300
06/04/2022;7.128.412.109;7.147.992.188;7.090.224.121;7.104.215.820;7.104.215.820;216736400
07/04/2022;7.115.086.914;7.145.167.969;7.097.903.809;7.127.367.188;7.127.367.188;204797800
08/04/2022;7.157.309.082;7.216.494.141;7.151.258.789;7.210.834.961;7.210.834.961;207396700
09/04/2022;;;;;;
10/04/2022;;;;;;
11/04/2022;7.212.002.930;7.355.299.805;7.194.607.910;7.203.793.945;7.203.793.945;334575500
12/04/2022;7.205.077.148;7.320.236.816;7.146.585.938;7.214.780.762;7.214.780.762;253923400
13/04/2022;7.240.188.965;7.266.398.926;7.212.857.910;7.262.776.855;7.262.776.855;245926100
14/04/2022;7.265.319.824;7.282.905.762;7.234.333.008;7.235.532.227;7.235.532.227;238683900
15/04/2022;;;;;;
16/04/2022;;;;;;
17/04/2022;;;;;;
18/04/2022;7.245.503.906;7.277.075.195;7.243.360.840;7.275.289.063;7.275.289.063;210765700
19/04/2022;7.283.416.992;7.297.394.043;7.199.231.934;7.199.231.934;7.199.231.934;214778100
20/04/2022;7.226.872.070;7.262.558.105;7.184.964.844;7.227.361.816;7.227.361.816;266258400
21/04/2022;7.249.497.070;7.294.671.875;7.245.726.074;7.276.192.871;7.276.192.871;177135800
22/04/2022;7.251.980.957;7.291.479.980;7.174.810.059;7.225.605.957;7.225.605.957;249844600
23/04/2022;;;;;;
24/04/2022;;;;;;
25/04/2022;7.204.161.133;7.234.314.941;7.121.859.863;7.215.979.004;7.215.979.004;212314600
26/04/2022;7.208.922.852;7.247.475.098;7.161.659.180;7.232.152.832;7.232.152.832;197362000
27/04/2022;7.211.710.938;7.226.019.043;7.175.066.895;7.196.764.160;7.196.764.160;201981800
28/04/2022;7.260.270.020;7.267.111.816;7.204.599.121;7.228.914.063;7.228.914.063;194334400
29/04/2022;;;;;;
30/04/2022;;;;;;
01/05/2022;;;;;;
02/05/2022;;;;;;
03/05/2022;;;;;;
04/05/2022;;;;;;
05/05/2022;;;;;;
06/05/2022;;;;;;
07/05/2022;;;;;;
08/05/2022;;;;;;
09/05/2022;7.154.916.992;7.156.483.887;6.896.999.023;6.909.750.977;6.909.750.977;212774700
10/05/2022;6.747.562.988;6.832.098.145;6.662.611.816;6.819.793.945;6.819.793.945;193141700
11/05/2022;6.833.193.848;6.902.215.820;6.796.295.898;6.816.203.125;6.816.203.125;0
12/05/2022;6.802.328.125;6.802.328.125;6.576.309.082;6.599.839.844;6.599.839.844;194742800
13/05/2022;6.586.577.148;6.633.014.160;6.509.878.906;6.597.993.164;6.597.993.164;177689000
14/05/2022;;;;;;
15/05/2022;;;;;;
16/05/2022;;;;;;
17/05/2022;6.603.893.066;6.703.050.781;6.574.136.230;6.644.466.797;6.644.466.797;195947200
18/05/2022;6.676.394.043;6.804.907.227;6.648.940.918;6.793.414.063;6.793.414.063;192322000
19/05/2022;6.719.756.836;6.851.717.773;6.620.684.082;6.823.334.961;6.823.334.961;234684500
20/05/2022;6.839.016.113;6.965.105.957;6.804.907.227;6.918.144.043;6.918.144.043;193153300
21/05/2022;;;;;;
22/05/2022;;;;;;
23/05/2022;6.930.938.965;6.972.180.176;6.802.712.891;6.840.774.902;6.840.774.902;181821900
24/05/2022;6.859.222.168;6.941.666.992;6.822.140.137;6.914.141.113;6.914.141.113;197751100
25/05/2022;6.914.645.020;6.944.482.910;6.858.695.801;6.883.503.906;6.883.503.906;173878500
26/05/2022;;;;;;
27/05/2022;6.948.226.074;7.032.821.777;6.938.292.969;7.026.255.859;7.026.255.859;196905500
28/05/2022;;;;;;
29/05/2022;;;;;;
30/05/2022;7.052.172.852;7.069.250.977;6.974.616.211;7.037.564.941;7.037.564.941;201457000
31/05/2022;7.064.226.074;7.148.970.215;7.033.755.859;7.148.970.215;7.148.970.215;279640300
01/06/2022;;;;;;
02/06/2022;7.130.601.074;7.209.079.102;7.117.979.004;7.148.723.145;7.148.723.145;227362900
03/06/2022;7.176.682.129;7.233.995.117;7.170.692.871;7.182.960.938;7.182.960.938;240581300
04/06/2022;;;;;;
05/06/2022;;;;;;
06/06/2022;7.163.173.828;7.194.536.133;7.056.174.805;7.096.582.031;7.096.582.031;231204100
07/06/2022;7.101.312.988;7.192.542.969;7.062.965.820;7.141.044.922;7.141.044.922;275161800
08/06/2022;7.133.497.070;7.220.084.961;7.102.861.816;7.193.313.965;7.193.313.965;260589300
09/06/2022;7.186.892.090;7.257.997.070;7.174.819.824;7.182.830.078;7.182.830.078;270045800
10/06/2022;7.143.241.211;7.160.116.211;7.051.223.145;7.086.647.949;7.086.647.949;244570500
11/06/2022;;;;;;
12/06/2022;;;;;;
13/06/2022;6.992.229.980;6.996.713.867;6.924.952.148;6.995.441.895;6.995.441.895;262879000
14/06/2022;6.949.647.949;7.049.881.836;6.932.713.867;7.049.881.836;7.049.881.836;234982700
15/06/2022;7.031.199.219;7.086.381.836;6.966.026.855;7.007.049.805;7.007.049.805;274136800
16/06/2022;7.063.077.148;7.138.496.094;7.025.931.152;7.050.326.172;7.050.326.172;268578900
17/06/2022;6.987.751.953;6.999.539.063;6.882.644.043;6.936.966.797;6.936.966.797;281566500
18/06/2022;;;;;;
19/06/2022;;;;;;
20/06/2022;6.937.007.813;6.976.376.953;6.859.599.121;6.976.376.953;6.976.376.953;270432200
21/06/2022;6.976.335.938;7.049.909.180;6.967.623.047;7.044.070.801;7.044.070.801;235393100
22/06/2022;7.044.110.840;7.063.258.789;6.968.296.875;6.984.311.035;6.984.311.035;214189700
23/06/2022;6.984.311.035;7.010.272.949;6.920.734.863;6.998.267.090;6.998.267.090;212119400
24/06/2022;6.998.348.145;7.067.747.070;6.997.919.922;7.042.937.012;7.042.937.012;201464700
25/06/2022;;;;;;
26/06/2022;;;;;;
27/06/2022;7.043.018.066;7.070.519.043;6.973.658.203;7.016.055.176;7.016.055.176;181378000
28/06/2022;7.016.136.230;7.016.916.992;6.960.071.777;6.996.456.055;6.996.456.055;172583900
29/06/2022;6.996.456.055;7.016.056.152;6.942.351.074;6.942.351.074;6.942.351.074;164738900
30/06/2022;6.942.351.074;6.990.861.816;6.897.675.781;6.911.582.031;6.911.582.031;164820700
01/07/2022;6.911.582.031;6.940.979.980;6.777.316.895;6.794.328.125;6.794.328.125;157368000
02/07/2022;;;;;;
03/07/2022;;;;;;
04/07/2022;6.794.368.164;6.796.519.043;6.559.637.207;6.639.171.875;6.639.171.875;172853700
05/07/2022;6.639.211.914;6.767.829.102;6.639.211.914;6.703.266.113;6.703.266.113;181055000
06/07/2022;6.703.266.113;6.709.921.875;6.602.896.973;6.646.410.156;6.646.410.156;140628200
07/07/2022;6.646.410.156;6.682.666.992;6.632.387.207;6.652.586.914;6.652.586.914;157996000
08/07/2022;6.652.666.992;6.740.219.238;6.652.666.992;6.740.219.238;6.740.219.238;157598800
09/07/2022;;;;;;
10/07/2022;;;;;;
11/07/2022;6.740.019.043;6.757.086.914;6.690.616.211;6.722.145.020;6.722.145.020;163555700
12/07/2022;6.722.185.059;6.745.425.781;6.708.175.781;6.718.293.945;6.718.293.945;184326800
13/07/2022;6.718.293.945;6.727.922.852;6.636.048.828;6.640.990.234;6.640.990.234;169282000
14/07/2022;6.640.990.234;6.700.053.223;6.607.702.148;6.690.086.914;6.690.086.914;131271000
15/07/2022;6.690.086.914;6.716.956.055;6.645.902.832;6.651.904.785;6.651.904.785;145685800
16/07/2022;;;;;;
17/07/2022;;;;;;
18/07/2022;6.652.064.941;6.702.074.219;6.611.925.781;6.659.252.930;6.659.252.930;143740000
19/07/2022;6.659.292.969;6.740.075.195;6.626.254.883;6.736.091.797;6.736.091.797;170776400
20/07/2022;6.736.171.875;6.880.756.836;6.736.063.965;6.874.743.164;6.874.743.164;182468200
21/07/2022;6.874.783.203;6.893.375.977;6.809.715.820;6.864.130.859;6.864.130.859;156437900
22/07/2022;6.864.130.859;6.901.720.215;6.850.488.770;6.886.961.914;6.886.961.914;199589800
23/07/2022;;;;;;
24/07/2022;;;;;;
25/07/2022;6.887.041.992;6.908.191.895;6.858.407.227;6.858.407.227;6.858.407.227;210616100
26/07/2022;6.858.446.777;6.899.929.199;6.857.800.781;6.871.537.109;6.871.537.109;320241300
27/07/2022;6.871.497.070;6.911.899.902;6.861.446.777;6.898.215.820;6.898.215.820;276772700
28/07/2022;6.898.295.898;6.984.532.227;6.898.295.898;6.956.816.895;6.956.816.895;287336500
29/07/2022;6.956.896.973;7.032.353.027;6.951.123.047;6.951.123.047;6.951.123.047;292504000
30/07/2022;;;;;;
31/07/2022;;;;;;
01/08/2022;6.951.123.047;7.005.292.969;6.949.634.766;6.968.783.203;6.968.783.203;238507600
02/08/2022;6.968.783.203;6.991.392.090;6.902.629.883;6.988.157.227;6.988.157.227;216232400
03/08/2022;6.988.157.227;7.046.634.766;6.971.735.840;7.046.634.766;7.046.634.766;225842100
04/08/2022;7.046.634.766;7.075.560.059;7.025.054.199;7.057.348.145;7.057.348.145;248154300
05/08/2022;7.057.348.145;7.090.767.090;7.045.981.934;7.084.654.785;7.084.654.785;173887000
06/08/2022;;;;;;
07/08/2022;;;;;;
08/08/2022;7.084.654.785;7.100.808.105;7.050.824.219;7.086.849.121;7.086.849.121;219012400
09/08/2022;7.086.849.121;7.144.202.148;7.086.849.121;7.102.879.883;7.102.879.883;263201500
10/08/2022;7.102.879.883;7.104.034.180;7.021.672.852;7.086.235.840;7.086.235.840;200438400
11/08/2022;7.086.275.879;7.181.100.098;7.086.275.879;7.160.384.766;7.160.384.766;246280600
12/08/2022;7.160.384.766;7.164.669.922;7.113.579.102;7.129.276.855;7.129.276.855;240074700
13/08/2022;;;;;;
14/08/2022;;;;;;
15/08/2022;7.129.276.855;7.156.919.922;7.081.304.199;7.093.275.879;7.093.275.879;228243500
16/08/2022;7.093.275.879;7.147.970.215;7.080.752.930;7.133.453.125;7.133.453.125;231209400
17/08/2022;;;;;;
18/08/2022;7.133.453.125;7.186.558.105;7.125.394.043;7.186.558.105;7.186.558.105;239294800
19/08/2022;7.186.598.145;7.230.110.840;7.172.434.082;7.172.434.082;7.172.434.082;232876500
20/08/2022;;;;;;
21/08/2022;;;;;;
22/08/2022;7.172.434.082;7.174.283.203;7.064.500.977;7.107.982.910;7.107.982.910;204493100
23/08/2022;7.107.862.793;7.183.258.789;7.106.834.961;7.163.265.137;7.163.265.137;260557700
24/08/2022;7.163.305.176;7.204.419.922;7.154.644.043;7.194.706.055;7.194.706.055;221550000
25/08/2022;7.194.706.055;7.210.163.086;7.146.312.012;7.174.208.008;7.174.208.008;280881500
26/08/2022;7.174.288.086;7.194.081.055;7.135.248.047;7.135.248.047;7.135.248.047;273878800
27/08/2022;;;;;;
28/08/2022;;;;;;
29/08/2022;7.135.087.891;7.135.087.891;7.015.347.168;7.132.044.922;7.132.044.922;256806700
30/08/2022;7.132.084.961;7.223.125.977;7.131.616.211;7.159.473.145;7.159.473.145;308273200
31/08/2022;7.159.513.184;7.178.589.844;7.073.222.168;7.178.589.844;7.178.589.844;256857200
01/09/2022;7.178.589.844;7.197.056.152;7.135.024.902;7.153.104.004;7.153.104.004;252393900
02/09/2022;7.153.104.004;7.207.615.234;7.146.811.035;7.177.179.199;7.177.179.199;284827600
03/09/2022;;;;;;
04/09/2022;;;;;;
05/09/2022;7.177.139.160;7.245.400.879;7.147.976.074;7.231.882.813;7.231.882.813;309176400
06/09/2022;7.231.922.852;7.287.700.195;7.230.792.969;7.233.154.785;7.233.154.785;346421400
07/09/2022;7.233.154.785;7.243.522.949;7.166.625.977;7.186.756.836;7.186.756.836;328200100
08/09/2022;7.186.756.836;7.277.883.789;7.186.563.965;7.232.017.090;7.232.017.090;277671500
09/09/2022;7.232.057.129;7.270.296.875;7.206.372.070;7.242.655.762;7.242.655.762;273581100
10/09/2022;;;;;;
11/09/2022;;;;;;
12/09/2022;7.242.695.801;7.276.419.922;7.218.463.867;7.254.463.867;7.254.463.867;300778400
13/09/2022;7.254.463.867;7.345.456.055;7.254.416.016;7.318.016.113;7.318.016.113;285339000
14/09/2022;7.317.895.996;7.317.895.996;7.219.319.824;7.278.078.125;7.278.078.125;250200100
15/09/2022;7.278.198.242;7.377.495.117;7.278.198.242;7.305.601.074;7.305.601.074;274253400
16/09/2022;7.305.601.074;7.306.163.086;7.163.073.242;7.168.870.117;7.168.870.117;351796400
17/09/2022;;;;;;
18/09/2022;;;;;;
19/09/2022;7.168.950.195;7.231.416.016;7.151.615.234;7.195.487.793;7.195.487.793;252816300
20/09/2022;7.195.567.871;7.252.186.035;7.186.246.094;7.196.951.172;7.196.951.172;279749000
21/09/2022;7.196.871.094;7.204.901.855;7.134.785.156;7.188.313.965;7.188.313.965;246224300
22/09/2022;7.188.193.848;7.225.550.781;7.127.457.031;7.218.905.762;7.218.905.762;282626800
23/09/2022;7.219.025.879;7.219.025.879;7.172.533.203;7.178.583.008;7.178.583.008;205509000
24/09/2022;;;;;;
25/09/2022;;;;;;
26/09/2022;7.178.502.930;7.178.502.930;7.039.241.211;7.127.502.930;7.127.502.930;193399700
27/09/2022;7.127.502.930;7.133.411.133;7.075.653.809;7.112.449.219;7.112.449.219;227195500
28/09/2022;7.112.409.180;7.156.979.980;7.073.473.145;7.077.030.762;7.077.030.762;193422200
29/09/2022;7.077.110.840;7.135.500.977;7.023.210.938;7.036.198.242;7.036.198.242;214141900
30/09/2022;7.036.198.242;7.056.169.922;6.926.859.863;7.040.797.852;7.040.797.852;208540900
01/10/2022;;;;;;
02/10/2022;;;;;;
03/10/2022;7.040.797.852;7.047.624.023;6.995.062.012;7.009.717.773;7.009.717.773;179996500
04/10/2022;7.009.836.914;7.101.472.168;7.009.836.914;7.072.255.859;7.072.255.859;216377800
05/10/2022;7.072.294.922;7.131.879.883;7.070.212.891;7.075.384.766;7.075.384.766;219700600
06/10/2022;7.075.384.766;7.135.908.203;7.066.471.191;7.076.623.047;7.076.623.047;177554400
07/10/2022;7.076.623.047;7.081.018.066;7.008.144.043;7.026.783.203;7.026.783.203;226928900
08/10/2022;;;;;;
09/10/2022;;;;;;
10/10/2022;7.026.663.086;7.026.663.086;6.947.719.238;6.994.395.020;6.994.395.020;220135300
11/10/2022;6.994.395.020;7.001.969.238;6.937.809.082;6.939.145.020;6.939.145.020;237406700
12/10/2022;6.939.145.020;6.990.587.891;6.870.282.227;6.909.208.984;6.909.208.984;225826800
13/10/2022;6.909.208.984;6.933.708.008;6.880.625.000;6.880.625.000;6.880.625.000;175237300
14/10/2022;6.880.665.039;6.943.854.980;6.814.529.785;6.814.529.785;6.814.529.785;188093100
15/10/2022;;;;;;
16/10/2022;;;;;;
17/10/2022;6.814.529.785;6.836.975.098;6.747.379.883;6.831.115.234;6.831.115.234;217793900
18/10/2022;6.831.154.785;6.891.984.863;6.809.984.863;6.834.494.141;6.834.494.141;204836800
19/10/2022;6.834.494.141;6.883.916.992;6.806.113.770;6.860.416.016;6.860.416.016;165404100
20/10/2022;6.860.416.016;6.986.205.078;6.847.066.895;6.980.651.855;6.980.651.855;225664700
21/10/2022;6.980.691.895;7.058.911.133;6.974.962.891;7.017.770.996;7.017.770.996;181511700
22/10/2022;;;;;;
23/10/2022;;;;;;
24/10/2022;7.017.811.035;7.092.169.922;7.017.460.938;7.053.043.945;7.053.043.945;203913800
25/10/2022;7.053.083.984;7.108.815.918;7.032.541.992;7.048.379.883;7.048.379.883;223456200
26/10/2022;7.048.419.922;7.081.879.883;7.017.935.059;7.043.938.965;7.043.938.965;187797900
27/10/2022;7.043.979.004;7.104.853.027;7.043.979.004;7.091.761.230;7.091.761.230;188078500
28/10/2022;7.091.761.230;7.100.808.105;7.016.702.148;7.056.040.039;7.056.040.039;186703600
29/10/2022;;;;;;
30/10/2022;;;;;;
31/10/2022;7.056.040.039;7.113.112.793;7.051.429.199;7.098.890.137;7.098.890.137;192397100
01/11/2022;7.098.930.176;7.128.136.230;7.018.551.758;7.052.303.223;7.052.303.223;193069500
02/11/2022;7.052.303.223;7.074.232.910;6.976.871.094;7.015.689.941;7.015.689.941;165214300
03/11/2022;7.015.689.941;7.050.380.859;6.962.853.027;7.034.573.242;7.034.573.242;176601600
04/11/2022;7.034.573.242;7.045.526.855;6.973.318.848;7.045.526.855;7.045.526.855;180561000
05/11/2022;;;;;;
06/11/2022;;;;;;
07/11/2022;7.045.526.855;7.102.395.996;7.011.563.965;7.102.395.996;7.102.395.996;194075900
08/11/2022;7.102.436.035;7.111.439.941;7.039.251.953;7.050.125.977;7.050.125.977;193397800
09/11/2022;7.050.085.938;7.073.551.758;7.037.307.129;7.070.083.984;7.070.083.984;187445600
10/11/2022;7.070.083.984;7.070.083.984;6.956.288.086;6.966.836.914;6.966.836.914;188518000
11/11/2022;6.966.996.094;7.106.060.059;6.966.996.094;7.089.206.055;7.089.206.055;226055800
12/11/2022;;;;;;
13/11/2022;;;;;;
14/11/2022;7.089.206.055;7.104.764.160;7.014.297.852;7.019.392.090;7.019.392.090;174641100
15/11/2022;7.019.392.090;7.048.390.137;6.999.235.840;7.035.500.000;7.035.500.000;167825000
16/11/2022;7.035.500.000;7.046.999.023;6.955.528.809;7.014.383.789;7.014.383.789;165129900
17/11/2022;7.014.383.789;7.051.274.902;6.965.762.207;7.044.985.840;7.044.985.840;156588900
18/11/2022;7.045.025.879;7.094.097.168;7.027.746.094;7.082.181.152;7.082.181.152;167164400
19/11/2022;;;;;;
20/11/2022;;;;;;
21/11/2022;7.082.181.152;7.107.323.242;7.050.440.918;7.063.247.070;7.063.247.070;162801100
22/11/2022;7.063.247.070;7.108.831.055;7.030.587.891;7.030.587.891;7.030.587.891;177602200
23/11/2022;7.030.626.953;7.089.693.848;7.026.391.113;7.054.123.047;7.054.123.047;157476700
24/11/2022;7.054.162.109;7.104.889.160;7.054.162.109;7.080.515.137;7.080.515.137;159926700
25/11/2022;7.080.554.199;7.086.562.012;7.013.221.191;7.053.149.902;7.053.149.902;158716200
26/11/2022;;;;;;
27/11/2022;;;;;;
28/11/2022;7.053.109.863;7.083.378.906;7.011.453.125;7.017.357.910;7.017.357.910;187211500
29/11/2022;7.017.317.871;7.036.538.086;6.990.900.879;7.012.068.848;7.012.068.848;164098100
30/11/2022;7.012.108.887;7.081.312.988;6.993.695.801;7.081.312.988;7.081.312.988;273493300
01/12/2022;7.081.194.824;7.090.276.855;7.018.269.043;7.020.803.223;7.020.803.223;167994300
02/12/2022;7.020.803.223;7.021.813.965;6.967.950.195;7.019.639.160;7.019.639.160;139459800
03/12/2022;;;;;;
03/12/2022;;;;;;
05/12/2022;7.019.639.160;7.053.902.832;6.987.328.125;6.987.328.125;6.987.328.125;165306000
06/12/2022;6.987.368.164;6.987.368.164;6.862.564.941;6.892.569.824;6.892.569.824;149697900
07/12/2022;6.892.569.824;6.892.663.086;6.799.299.805;6.818.751.953;6.818.751.953;158724300
08/12/2022;6.818.791.016;6.821.050.781;6.683.628.906;6.804.227.051;6.804.227.051;162316700
09/12/2022;6.804.227.051;6.804.227.051;6.695.381.836;6.715.118.164;6.715.118.164;127123900
10/12/2022;;;;;;
11/12/2022;;;;;;
12/12/2022;6.715.118.164;6.734.452.148;6.641.810.059;6.734.452.148;6.734.452.148;134471100
13/12/2022;6.734.491.211;6.826.116.211;6.714.872.070;6.810.315.918;6.810.315.918;396136700
14/12/2022;6.810.355.957;6.854.098.145;6.774.131.836;6.801.749.023;6.801.749.023;215430000
15/12/2022;6.801.789.063;6.801.837.891;6.740.955.078;6.751.859.863;6.751.859.863;145093400
16/12/2022;6.751.859.863;6.812.192.871;6.693.765.137;6.812.192.871;6.812.192.871;156126900
17/12/2022;;;;;;
18/12/2022;;;;;;
19/12/2022;6.812.153.809;6.827.814.941;6.754.087.891;6.779.698.242;6.779.698.242;127896600
20/12/2022;6.779.698.242;6.792.203.125;6.715.044.922;6.768.315.918;6.768.315.918;151817000
21/12/2022;6.768.315.918;6.820.663.086;6.763.696.777;6.820.663.086;6.820.663.086;139079800
22/12/2022;6.820.702.148;6.844.121.094;6.800.617.188;6.824.432.129;6.824.432.129;129012900
23/12/2022;6.824.393.066;6.824.393.066;6.784.586.914;6.800.672.852;6.800.672.852;120430300
24/12/2022;;;;;;
25/12/2022;;;;;;
26/12/2022;6.800.712.891;6.858.146.973;6.796.166.992;6.835.808.105;6.835.808.105;117543200
27/12/2022;6.835.847.168;6.933.889.160;6.835.662.109;6.923.026.855;6.923.026.855;121669200
