High;close;volume
21,02000046;20,87999916;8483818
20,94000053;20,39999962;19608656
20,54999924;20,45999908;10785358
20,67000008;20,67000008;35857550
20,90999985;20,67000008;10903978
20,75;20,62000084;6776988
20,45999908;20,31999969;8282015
20,47999954;20,39999962;23878350
20,51000023;20,51000023;6666344
20,45999908;20,25;9436474
20,62999916;20,42000008;7347019
20,72999954;20,55999947;5956396
20,87000084;20,67000008;7975413
20,87999916;20,86000061;8414530
21,12000084;21,04000092;9502986
21,23999977;21,04999924;5282371
21,18000031;20,77000046;7549846
20,73999977;20,60000038;24638110
20,71999931;20,60000038;5261712
20,78000069;20,76000023;8078438
20,85000038;20,80999947;9328948
20,64999962;20,29999924;11010030
20,02000046;19,87000084;13751470
20,03000069;19,78000069;9839401
19,94000053;19,70999908;7515120
19,76000023;19,62000084;10711033
19,93000031;19,81999969;4229345
20,04000092;19,96999931;4615334
20,04000092;19,96999931;5564580
19,95000076;19,67000008;9981188
19,79000092;19,60000038;10803850
19,73999977;19,62999916;4935408
19,87000084;19,81999969;5526855
19,92000008;19,90999985;4677398
19,89999962;19,87000084;4024689
20,18000031;20,07999992;6413497
20,22999954;20,15999985;5930949
20,12999916;20,06999969;4955453
20,12000084;19,96999931;4652658
20,03000069;19,89999962;5375720
20,10000038;19,89999962;5508301
19,79000092;19,73999977;9108198
19,72999954;19,68000031;3300881
19,79000092;19,64999962;6782334
20,03000069;19,95000076;8867519
20,06999969;20,03000069;5178407
20,13999939;19,95000076;4599303
20;19,89999962;6987745
20,04999924;19,94000053;7223591
20,25;20,18000031;10187587
20,62999916;20,56999969;9991062
20,62999916;20,60000038;4753809
20,79999924;20,75;4393042
20,84000015;20,30999947;18986680
20,54000092;20,47999954;17192162
20,55999947;20,42000008;9138834
20,5;20,30999947;6010344
20,46999931;20,20000076;6437589
20,27000046;20,21999931;10728941
20,10000038;20,02000046;30263660
19,95999908;19,89999962;14271550
20,29000092;20,11000061;14454376
20,36000061;20,29000092;9315840
20,54999924;20,54000092;13964110
20,73999977;20,67000008;13964320
20,96999931;20,89999962;11908730
21,34000015;21,21999931;37467932
21,37999916;21,23999977;21455464
21,37999916;21,37000084;8634137
21,37999916;21,23999977;7165804
21,63999939;21,57999992;11728570
21,56999969;21,34000015;12965980
21,40999985;21,37000084;19363560
21,48999977;21,37000084;16779496
21,38999939;21,20000076;20628100
21,25;21,15999985;35387120
21,48999977;21,48999977;47830010
21,89999962;21,72999954;11521020
22;21,95999908;24927458
22,5;22,40999985;18561076
22,39999962;22,06999969;26301910
22,98999977;22,85000038;58254770
22,95999908;22,78000069;8631032
22,79000092;22,62000084;35335788
22,95999908;22,95999908;14219280
23,13999939;22,89999962;12631805
22,84000015;22,70000076;7435655
22,79000092;22,67000008;8083443
23,09000015;23,09000015;9732464
23,07999992;22,76000023;9086437
22,88999939;22,72999954;14122711
22,95000076;22,81999969;6726380
23,23999977;23,14999962;7473183
23,28000069;23,23999977;5084771
23,45999908;23,28000069;6418321
23,47999954;22,95999908;7887250
23,20999908;23,12000084;6219260
23,42000008;22,98999977;5927965
23,22999954;23,22999954;5184989
23,43000031;23,37999916;7270913
23,37999916;23,04000092;6424118
23,18000031;23,01000023;9506099
23,42000008;23,42000008;10692450
23,87000084;23,87000084;8805485
23,98999977;23,96999931;10566374
24,22999954;24,15999985;10236750
24,29999924;24,14999962;4922152
24,23999977;24,14999962;1923855
24,25;23,85000038;5957477
23,80999947;23,79999924;6969156
23,69000053;23,52000046;7053846
23,87999916;23,82999992;6374899
24,5;24,09000015;6721856
24,05999947;23,86000061;6097770
23,87999916;23,85000038;7909057
23,81999969;23,52000046;4831215
23,67000008;23,17000008;22834680
23,42000008;23,28000069;7207452
23,47999954;23,37000084;5002816
24,04999924;23,97999954;12235360
24,54000092;24,54000092;9732678
24,93000031;24,55999947;10000093
24,70000076;24,62999916;10869840
25,04999924;24,95000076;9195065
25,04000092;24,90999985;9985548
25,12000084;25,10000038;6743734
25,64999962;25,62000084;7108052
26,06999969;25,95000076;9659987
26,06999969;25,60000038;9569405
25,79999924;25,54000092;16464110
25,96999931;25,64999962;8235544
25,81999969;25,73999977;14506500
26,19000053;26,05999947;11008290
26,53000069;26,22999954;7850667
26,39999962;26,12000084;9971345
27,29999924;27;17260150
28,80999947;27,95999908;13089284
28,04999924;27;14109933
27,45000076;27,07999992;7610930
27,20000076;26,95000076;12212170
27,14999962;27,14999962;6646362
27,28000069;26,95999908;6113628
27,35000038;27,27000046;5416408
27,25;26,87000084;8140773
26,68000031;26,02000046;11990000
25,70000076;25,54000092;13940280
25,79000092;25,55999947;7661130
25,94000053;25,5;7565586
25,57999992;25,44000053;9236431
25,62999916;25,45999908;8078106
25,52000046;24,88999939;10265153
25,01000023;24,75;10863720
25,43000031;25,05999947;9792284
25,28000069;24,87000084;6124877
24,60000038;24,60000038;19190320
24,98999977;24,21999931;14559030
24,18000031;23,96999931;14180478
24,73999977;24,48999977;10298990
24,60000038;24,36000061;6261243
24,85000038;24,67000008;6506976
24,62999916;24,20000076;7600326
24,45000076;24,07999992;8343068
24,95999908;24,84000015;8597970
24,95000076;24,70999908;5370358
24,98999977;24,98999977;5681383
25,47999954;25,22999954;6028822
25,72999954;25,38999939;6049447
25,5;25,28000069;5756591
25,43000031;25,25;3881635
25,73999977;25,25;4069286
25,15999985;24,52000046;10495820
24,78000069;24,73999977;7125188
25,14999962;24,85000038;6034778
24,97999954;24,70000076;6394641
24,65999985;24,53000069;5846831
24,95000076;24,67000008;6039810
25,20000076;24,89999962;6053139
25,73999977;25,60000038;7857589
26,03000069;25,87999916;7087845
26,06999969;25,92000008;5476642
25,96999931;25,96999931;5514918
26,13999939;25,97999954;5424731
26,39999962;25,64999962;9215380
25,45000076;25,37000084;9088206
25,37999916;25,01000023;8239706
25,5;25,48999977;25398160
25,70000076;25,55999947;5442444
26;25,60000038;13510148
25,76000023;25,54000092;6729962
25,79000092;25,42000008;5898859
25,5;25,45999908;15343184
25,31999969;25,01000023;11991140
25,37999916;25,04999924;12787896
25,40999985;25,29999924;7474332
25,54999924;25,34000015;16018983
25,39999962;25,12999916;23874130
25,60000038;25,13999939;30096786
25;24,55999947;23787050
24,92000008;24,73999977;16198080
25,15999985;24,94000053;8472348
25;24,85000038;18824920
25,12999916;25,05999947;4339557
25,20000076;25,07999992;7238920
25,01000023;24,92000008;4493893
25,20999908;25,02000046;3105930
25,07999992;24,67000008;4090109
25,01000023;24,95999908;2856666
25,59000015;25,46999931;16414550
25,93000031;25,69000053;15657076
25,88999939;25,70999908;15532493
26,35000038;26,10000038;45718244
26,10000038;25,87000084;50808400
26,12000084;26,02000046;13839930
25,98999977;25,78000069;26572850
25,71999931;25,44000053;16672470
25,84000015;25,73999977;29403388
25,84000015;25,73999977;32564180
25,71999931;25,30999947;27440950
25,47999954;25,13999939;9783469
25,46999931;25,14999962;11141290
25,18000031;24,95000076;8330522
25;24,69000053;7495915
24,78000069;24,78000069;7591384
22,90999985;22,87999916;41494392
22,95000076;22,17000008;30402790
22,06999969;22;25303376
22,54000092;22,30999947;34688120
22,59000015;22,59000015;11788607
22,59000015;22,28000069;13678772
22,40999985;22,25;11170820
23,34000015;23,18000031;22236490
23,37999916;23,20000076;16031409
23,09000015;22,88999939;11130828
23,40999985;23,31999969;10763050
23,36000061;23,36000061;8034855
23,57999992;23,43000031;7749488
23,42000008;23,19000053;8773712
23,23999977;23,10000038;6687395
23,20999908;23,18000031;8168490
23,40999985;23,29999924;9458816
23,52000046;23,48999977;5389128
23,97999954;23,75;27681610
23,75;23,59000015;7012985
23,56999969;23,20999908;9609806
24,04999924;23,77000046;12382100
23,95000076;23,79000092;11019570
23,72999954;23,44000053;8354024
23,60000038;23,54999924;6342755
24,26000023;23,79999924;13448110
24,26000023;23,76000023;12889960
23,96999931;23,59000015;9462824
23,48999977;23,37999916;8229515
23,45000076;23,14999962;9365745
23,35000038;23,25;6997453
23,20000076;23,20000076;10653200
23,32999992;23,25;5728350
23,32999992;23,20000076;6067670
23,44000053;23,29999924;7868700
23,94000053;23,70999908;21364036
24,03000069;23,75;20180384
24;23,87999916;15809332
23,78000069;23,75;5845653
23,75;23,70999908;5215413
23,77000046;23,46999931;10336176
23,78000069;23,70999908;9098060
23,73999977;23,44000053;4559474
23,62999916;23,20999908;12429940
23,45000076;23,29999924;7162308
23,60000038;23,5;5722676
23,64999962;23,44000053;6738123
23,68000031;23,53000069;6842035
23,40999985;23,17000008;10140646
23,28000069;23,25;10607486
23,51000023;23,35000038;7916646
23,68000031;23,48999977;7246119
23,62999916;23,56999969;6078282
23,79999924;23,37000084;7821159
23,53000069;23,17000008;7583315
23,27000046;23,10000038;3010371
23,71999931;23,59000015;8990018
23,84000015;23,82999992;9808113
24,13999939;23,71999931;9993298
23,98999977;23,97999954;8705468
24,48999977;24,30999947;10624442
24,5;23,98999977;9631368
24,23999977;24,12999916;5401766
24,13999939;23,94000053;12905610
23,86000061;23,68000031;4913578
23,54999924;23,53000069;12020270
23,47999954;23,21999931;11465472
23,29000092;23,21999931;7074051
23,23999977;23,20999908;4968675
23,34000015;22,86000061;8991808
22,95000076;22,84000015;8504899
22,79000092;22,57999992;10895384
